Date,temp
20151127 03:00:00,27
20151127 03:30:00,27
20151127 04:00:00,29
20151127 04:30:00,30
20151127 05:00:00,30
20151127 05:30:00,31
20151127 06:00:00,30
20151127 06:30:00,30
20151127 07:00:00,30
20151127 07:30:00,30
20151127 08:00:00,30
20151127 08:30:00,30
20151127 09:00:00,30
20151127 09:30:00,29
20151127 10:00:00,29
20151127 10:30:00,28
20151127 11:00:00,28
20151127 11:30:00,27
20151127 12:00:00,27
20151127 12:30:00,27
20151127 13:00:00,27
20151127 13:30:00,26
20151127 14:00:00,26
20151127 14:30:00,26
20151127 15:00:00,25
20151127 15:30:00,25
20151127 16:00:00,25
20151127 16:30:00,24
20151127 17:00:00,25
20151127 17:30:00,25
20151127 18:00:00,24
20151127 18:30:00,24
20151127 19:00:00,24
20151127 19:30:00,24
20151127 20:00:00,24
20151127 20:30:00,24
20151127 21:00:00,24
20151127 21:30:00,24
20151127 22:00:00,24
20151127 22:30:00,24
20151127 23:00:00,24
20151127 23:30:00,24
20151128 00:00:00,25
20151128 00:30:00,25
20151128 01:00:00,26
20151128 01:30:00,28
20151128 02:00:00,29
20151128 02:30:00,29
20151128 03:00:00,30
20151128 03:30:00,29
20151128 04:00:00,30
20151128 04:30:00,31
20151128 05:00:00,31
20151128 05:30:00,32
20151128 06:00:00,32
20151128 06:30:00,30
20151128 07:00:00,31
20151128 07:30:00,28
20151128 08:00:00,26
20151128 08:30:00,25
20151128 09:00:00,25
20151128 09:30:00,25
20151128 10:00:00,26
20151128 10:30:00,26
20151128 11:00:00,26
20151128 11:30:00,26
20151128 12:00:00,25
20151128 12:30:00,26
20151128 13:00:00,26
20151128 13:30:00,26
20151128 14:00:00,26
20151128 14:30:00,26
20151128 15:00:00,25
20151128 15:30:00,25
20151128 16:00:00,25
20151128 16:30:00,25
20151128 17:00:00,25
20151128 17:30:00,25
20151128 18:00:00,25
20151128 18:30:00,24
20151128 19:00:00,24
20151128 19:30:00,24
20151128 20:00:00,24
20151128 20:30:00,24
20151128 21:00:00,24
20151128 21:30:00,25
20151128 22:00:00,25
20151128 22:30:00,24
20151128 23:00:00,24
20151128 23:30:00,24
20151129 00:00:00,25
20151129 00:30:00,26
20151129 01:00:00,26
20151129 01:30:00,29
20151129 02:00:00,29
20151129 02:30:00,31
20151129 03:00:00,30
20151129 03:30:00,31
20151129 04:00:00,31
20151129 04:30:00,31
20151129 05:00:00,32
20151129 05:30:00,32
20151129 06:00:00,33
20151129 06:30:00,32
20151129 07:00:00,31
20151129 07:30:00,33
20151129 08:00:00,32
20151129 08:30:00,32
20151129 09:00:00,29
20151129 09:30:00,28
20151129 10:00:00,29
20151129 10:30:00,28
20151129 11:00:00,28
20151129 11:30:00,28
20151129 12:00:00,27
20151129 12:30:00,27
20151129 13:00:00,26
20151129 13:30:00,26
20151129 14:00:00,26
20151129 14:30:00,26
20151129 15:00:00,26
20151129 15:30:00,26
20151129 16:00:00,26
20151129 16:30:00,26
20151129 17:00:00,26
20151129 17:30:00,25
20151129 18:00:00,25
20151129 18:30:00,25
20151129 19:00:00,25
20151129 19:30:00,25
20151129 20:00:00,25
20151129 20:30:00,25
20151129 21:00:00,24
20151129 21:30:00,24
20151129 22:00:00,24
20151129 22:30:00,24
20151129 23:00:00,24
20151129 23:30:00,24
20151130 00:00:00,24
20151130 00:30:00,24
20151130 01:00:00,25
20151130 01:30:00,26
20151130 02:00:00,26
20151130 02:30:00,27
20151130 03:00:00,28
20151130 03:30:00,28
20151130 04:00:00,29
20151130 04:30:00,29
20151130 05:00:00,29
20151130 05:30:00,30
20151130 06:00:00,28
20151130 06:30:00,28
20151130 07:00:00,27
20151130 07:30:00,27
20151130 08:00:00,27
20151130 08:30:00,27
20151130 09:00:00,28
20151130 09:30:00,27
20151130 10:00:00,28
20151130 10:30:00,27
20151130 11:00:00,27
20151130 11:30:00,26
20151130 12:00:00,26
20151130 12:30:00,26
20151130 13:00:00,26
20151130 13:30:00,26
20151130 14:00:00,25
20151130 14:30:00,25
20151130 15:00:00,25
20151130 15:30:00,25
20151130 16:00:00,26
20151130 16:30:00,25
20151130 17:00:00,25
20151130 17:30:00,25
20151130 18:00:00,25
20151130 18:30:00,25
20151130 19:00:00,25
20151130 19:30:00,25
20151130 20:00:00,25
20151130 20:30:00,25
20151130 21:00:00,25
20151130 21:30:00,25
20151130 22:00:00,25
20151130 22:30:00,25
20151130 23:00:00,25
20151130 23:30:00,25
20151201 00:00:00,25
20151201 00:30:00,25
20151201 01:00:00,26
20151201 01:30:00,27
20151201 02:00:00,28
20151201 02:30:00,28
20151201 03:00:00,29
20151201 03:30:00,30
20151201 04:00:00,30
20151201 04:30:00,30
20151201 05:00:00,32
20151201 05:30:00,31
20151201 06:00:00,31
20151201 06:30:00,31
20151201 07:00:00,31
20151201 07:30:00,31
20151201 08:00:00,30
20151201 08:30:00,27
20151201 09:00:00,27
20151201 09:30:00,28
20151201 10:00:00,28
20151201 10:30:00,28
20151201 11:00:00,27
20151201 11:30:00,27
20151201 12:00:00,27
20151201 12:30:00,26
20151201 13:00:00,26
20151201 13:30:00,26
20151201 14:00:00,26
20151201 14:30:00,26
20151201 15:00:00,25
20151201 15:30:00,25
20151201 16:00:00,25
20151201 16:30:00,25
20151201 17:00:00,25
20151201 17:30:00,25
20151201 18:00:00,25
20151201 18:30:00,25
20151201 19:00:00,25
20151201 19:30:00,25
20151201 20:00:00,25
20151201 20:30:00,25
20151201 21:00:00,24
20151201 21:30:00,24
20151201 22:00:00,24
20151201 22:30:00,24
20151201 23:00:00,24
20151201 23:30:00,24
20151202 00:00:00,25
20151202 00:30:00,26
20151202 01:00:00,27
20151202 01:30:00,28
20151202 02:00:00,29
20151202 02:30:00,29
20151202 03:00:00,30
20151202 03:30:00,31
20151202 04:00:00,32
20151202 04:30:00,32
20151202 05:00:00,33
20151202 05:30:00,33
20151202 06:00:00,33
20151202 06:30:00,33
20151202 07:00:00,33
20151202 07:30:00,33
20151202 08:00:00,32
20151202 08:30:00,31
20151202 09:00:00,32
20151202 09:30:00,31
20151202 10:00:00,31
20151202 10:30:00,29
20151202 11:00:00,29
20151202 11:30:00,28
20151202 12:00:00,28
20151202 12:30:00,28
20151202 13:00:00,28
20151202 13:30:00,27
20151202 14:00:00,27
20151202 14:30:00,27
20151202 15:00:00,27
20151202 15:30:00,27
20151202 16:00:00,27
20151202 16:30:00,27
20151202 17:00:00,26
20151202 17:30:00,26
20151202 18:00:00,26
20151202 18:30:00,25
20151202 19:00:00,25
20151202 19:30:00,25
20151202 20:00:00,25
20151202 20:30:00,25
20151202 21:00:00,25
20151202 21:30:00,24
20151202 22:00:00,25
20151202 22:30:00,25
20151202 23:00:00,25
20151202 23:30:00,25
20151203 00:00:00,25
20151203 00:30:00,27
20151203 01:00:00,28
20151203 01:30:00,30
20151203 02:00:00,29
20151203 02:30:00,30
20151203 03:00:00,30
20151203 03:30:00,30
20151203 04:00:00,30
20151203 04:30:00,31
20151203 05:00:00,32
20151203 05:30:00,32
20151203 06:00:00,32
20151203 06:30:00,32
20151203 07:00:00,32
20151203 07:30:00,32
20151203 08:00:00,32
20151203 08:30:00,31
20151203 09:00:00,31
20151203 09:30:00,30
20151203 10:00:00,29
20151203 10:30:00,28
20151203 11:00:00,28
20151203 11:30:00,27
20151203 12:00:00,27
20151203 12:30:00,27
20151203 13:00:00,26
20151203 13:30:00,26
20151203 14:00:00,26
20151203 14:30:00,25
20151203 15:00:00,25
20151203 15:30:00,25
20151203 16:00:00,26
20151203 16:30:00,25
20151203 17:00:00,25
20151203 17:30:00,25
20151203 18:00:00,25
20151203 18:30:00,25
20151203 19:00:00,24
20151203 19:30:00,24
20151203 20:00:00,24
20151203 20:30:00,24
20151203 21:00:00,24
20151203 21:30:00,24
20151203 22:00:00,23
20151203 22:30:00,23
20151203 23:00:00,23
20151203 23:30:00,23
20151204 00:00:00,24
20151204 00:30:00,25
20151204 01:00:00,27
20151204 01:30:00,28
20151204 02:00:00,29
20151204 02:30:00,30
20151204 03:00:00,31
20151204 03:30:00,31
20151204 04:00:00,32
20151204 04:30:00,31
20151204 05:00:00,31
20151204 05:30:00,31
20151204 06:00:00,32
20151204 06:30:00,28
20151204 07:00:00,29
20151204 07:30:00,29
20151204 08:00:00,29
20151204 08:30:00,30
20151204 09:00:00,30
20151204 09:30:00,30
20151204 10:00:00,29
20151204 10:30:00,29
20151204 11:00:00,28
20151204 11:30:00,27
20151204 12:00:00,27
20151204 12:30:00,28
20151204 13:00:00,27
20151204 13:30:00,27
20151204 14:00:00,27
20151204 14:30:00,27
20151204 15:00:00,27
20151204 15:30:00,27
20151204 16:00:00,27
20151204 16:30:00,26
20151204 17:00:00,26
20151204 17:30:00,25
20151204 18:00:00,25
20151204 18:30:00,25
20151204 19:00:00,25
20151204 19:30:00,25
20151204 20:00:00,25
20151204 20:30:00,25
20151204 21:00:00,25
20151204 21:30:00,25
20151204 22:00:00,25
20151204 22:30:00,25
20151204 23:00:00,25
20151204 23:30:00,25
20151205 00:00:00,25
20151205 00:30:00,26
20151205 01:00:00,28
20151205 01:30:00,29
20151205 02:00:00,29
20151205 02:30:00,31
20151205 03:00:00,31
20151205 03:30:00,30
20151205 04:00:00,31
20151205 04:30:00,31
20151205 05:00:00,32
20151205 05:30:00,31
20151205 06:00:00,30
20151205 06:30:00,31
20151205 07:00:00,30
20151205 07:30:00,28
20151205 08:00:00,29
20151205 08:30:00,30
20151205 09:00:00,29
20151205 09:30:00,29
20151205 10:00:00,29
20151205 10:30:00,28
20151205 11:00:00,28
20151205 11:30:00,28
20151205 12:00:00,28
20151205 12:30:00,27
20151205 13:00:00,27
20151205 13:30:00,27
20151205 14:00:00,27
20151205 14:30:00,27
20151205 15:00:00,27
20151205 15:30:00,27
20151205 16:00:00,26
20151205 16:30:00,25
20151205 17:00:00,25
20151205 17:30:00,25
20151205 18:00:00,25
20151205 18:30:00,25
20151205 19:00:00,25
20151205 19:30:00,25
20151205 20:00:00,25
20151205 20:30:00,25
20151205 21:00:00,25
20151205 21:30:00,25
20151205 22:00:00,25
20151205 22:30:00,25
20151205 23:00:00,25
20151205 23:30:00,25
20151206 00:00:00,26
20151206 00:30:00,26
20151206 01:00:00,26
20151206 01:30:00,27
20151206 02:00:00,27
20151206 02:30:00,28
20151206 03:00:00,28
20151206 03:30:00,30
20151206 04:00:00,30
20151206 04:30:00,31
20151206 05:00:00,32
20151206 05:30:00,32
20151206 06:00:00,32
20151206 06:30:00,32
20151206 07:00:00,32
20151206 07:30:00,32
20151206 08:00:00,32
20151206 08:30:00,31
20151206 09:00:00,31
20151206 09:30:00,31
20151206 10:00:00,30
20151206 10:30:00,29
20151206 11:00:00,29
20151206 11:30:00,29
20151206 12:00:00,28
20151206 12:30:00,28
20151206 13:00:00,28
20151206 13:30:00,28
20151206 14:00:00,27
20151206 14:30:00,25
20151206 15:00:00,25
20151206 15:30:00,25
20151206 16:00:00,25
20151206 16:30:00,25
20151206 17:00:00,25
20151206 17:30:00,25
20151206 18:00:00,25
20151206 18:30:00,25
20151206 19:00:00,25
20151206 19:30:00,25
20151206 20:00:00,25
20151206 20:30:00,25
20151206 21:00:00,25
20151206 21:30:00,25
20151206 22:00:00,24
20151206 22:30:00,24
20151206 23:00:00,24
20151206 23:30:00,24
20151207 00:00:00,24
20151207 00:30:00,25
20151207 01:00:00,26
20151207 01:30:00,28
20151207 02:00:00,29
20151207 02:30:00,29
20151207 03:00:00,30
20151207 03:30:00,31
20151207 04:00:00,30
20151207 04:30:00,31
20151207 05:00:00,32
20151207 05:30:00,32
20151207 06:00:00,32
20151207 06:30:00,33
20151207 07:00:00,32
20151207 07:30:00,32
20151207 08:00:00,32
20151207 08:30:00,32
20151207 09:00:00,31
20151207 09:30:00,30
20151207 10:00:00,30
20151207 10:30:00,30
20151207 11:00:00,29
20151207 11:30:00,28
20151207 12:00:00,27
20151207 12:30:00,27
20151207 13:00:00,27
20151207 13:30:00,27
20151207 14:00:00,28
20151207 14:30:00,28
20151207 15:00:00,27
20151207 15:30:00,26
20151207 16:00:00,26
20151207 16:30:00,28
20151207 17:00:00,28
20151207 17:30:00,28
20151207 18:00:00,27
20151207 18:30:00,27
20151207 19:00:00,26
20151207 19:30:00,26
20151207 20:00:00,26
20151207 20:30:00,26
20151207 21:00:00,26
20151207 21:30:00,25
20151207 22:00:00,25
20151207 22:30:00,26
20151207 23:00:00,25
20151207 23:30:00,25
20151208 00:00:00,25
20151208 00:30:00,27
20151208 01:00:00,27
20151208 01:30:00,27
20151208 02:00:00,27
20151208 02:30:00,29
20151208 03:00:00,31
20151208 03:30:00,29
20151208 04:00:00,30
20151208 04:30:00,30
20151208 05:00:00,30
20151208 05:30:00,31
20151208 06:00:00,31
20151208 06:30:00,27
20151208 07:00:00,26
20151208 07:30:00,26
20151208 08:00:00,27
20151208 08:30:00,28
20151208 09:00:00,27
20151208 09:30:00,26
20151208 10:00:00,26
20151208 10:30:00,26
20151208 11:00:00,26
20151208 11:30:00,26
20151208 12:00:00,26
20151208 12:30:00,25
20151208 13:00:00,25
20151208 13:30:00,25
20151208 14:00:00,25
20151208 14:30:00,25
20151208 15:00:00,25
20151208 15:30:00,25
20151208 16:00:00,25
20151208 16:30:00,25
20151208 17:00:00,25
20151208 17:30:00,25
20151208 18:00:00,25
20151208 18:30:00,25
20151208 19:00:00,25
20151208 19:30:00,25
20151208 20:00:00,24
20151208 20:30:00,24
20151208 21:00:00,24
20151208 21:30:00,24
20151208 22:00:00,24
20151208 22:30:00,24
20151208 23:00:00,24
20151208 23:30:00,24
20151209 00:00:00,24
20151209 00:30:00,25
20151209 01:00:00,26
20151209 01:30:00,26
20151209 02:00:00,27
20151209 02:30:00,27
20151209 03:00:00,29
20151209 03:30:00,29
20151209 04:00:00,29
20151209 04:30:00,30
20151209 05:00:00,29
20151209 05:30:00,30
20151209 06:00:00,30
20151209 06:30:00,29
20151209 07:00:00,29
20151209 07:30:00,30
20151209 08:00:00,30
20151209 08:30:00,30
20151209 09:00:00,29
20151209 09:30:00,29
20151209 10:00:00,29
20151209 10:30:00,28
20151209 11:00:00,28
20151209 11:30:00,28
20151209 12:00:00,27
20151209 12:30:00,27
20151209 13:00:00,27
20151209 13:30:00,27
20151209 14:00:00,26
20151209 14:30:00,26
20151209 15:00:00,26
20151209 15:30:00,26
20151209 16:00:00,26
20151209 16:30:00,26
20151209 17:00:00,26
20151209 17:30:00,26
20151209 18:00:00,26
20151209 18:30:00,25
20151209 19:00:00,25
20151209 19:30:00,25
20151209 20:00:00,25
20151209 20:30:00,25
20151209 21:00:00,25
20151209 21:30:00,25
20151209 22:00:00,25
20151209 22:30:00,25
20151209 23:00:00,25
20151209 23:30:00,25
20151210 00:00:00,25
20151210 00:30:00,26
20151210 01:00:00,27
20151210 01:30:00,27
20151210 02:00:00,28
20151210 02:30:00,28
20151210 03:00:00,28
20151210 03:30:00,30
20151210 04:00:00,30
20151210 04:30:00,31
20151210 05:00:00,31
20151210 05:30:00,30
20151210 06:00:00,29
20151210 06:30:00,30
20151210 07:00:00,31
20151210 07:30:00,31
20151210 08:00:00,30
20151210 08:30:00,31
20151210 09:00:00,31
20151210 09:30:00,31
20151210 10:00:00,30
20151210 10:30:00,29
20151210 11:00:00,29
20151210 11:30:00,28
20151210 12:00:00,28
20151210 12:30:00,28
20151210 13:00:00,28
20151210 13:30:00,27
20151210 14:00:00,27
20151210 14:30:00,27
20151210 15:00:00,27
20151210 15:30:00,27
20151210 16:00:00,26
20151210 16:30:00,26
20151210 17:00:00,26
20151210 17:30:00,26
20151210 18:00:00,26
20151210 18:30:00,25
20151210 19:00:00,25
20151210 19:30:00,25
20151210 20:00:00,25
20151210 20:30:00,25
20151210 21:00:00,25
20151210 21:30:00,25
20151210 22:00:00,25
20151210 22:30:00,25
20151210 23:00:00,24
20151210 23:30:00,25
20151211 00:00:00,25
20151211 00:30:00,26
20151211 01:00:00,26
20151211 01:30:00,28
20151211 02:00:00,29
20151211 02:30:00,29
20151211 03:00:00,31
20151211 03:30:00,32
20151211 04:00:00,32
20151211 04:30:00,32
20151211 05:00:00,32
20151211 05:30:00,31
20151211 06:00:00,32
20151211 06:30:00,33
20151211 07:00:00,33
20151211 07:30:00,33
20151211 08:00:00,32
20151211 08:30:00,32
20151211 09:00:00,32
20151211 09:30:00,31
20151211 10:00:00,31
20151211 10:30:00,30
20151211 11:00:00,29
20151211 11:30:00,29
20151211 12:00:00,28
20151211 12:30:00,28
20151211 13:00:00,28
20151211 13:30:00,28
20151211 14:00:00,27
20151211 14:30:00,27
20151211 15:00:00,27
20151211 15:30:00,26
20151211 16:00:00,26
20151211 16:30:00,26
20151211 17:00:00,26
20151211 17:30:00,26
20151211 18:00:00,26
20151211 18:30:00,25
20151211 19:00:00,25
20151211 19:30:00,25
20151211 20:00:00,25
20151211 20:30:00,25
20151211 21:00:00,25
20151211 21:30:00,25
20151211 22:00:00,25
20151211 22:30:00,25
20151211 23:00:00,24
20151211 23:30:00,24
20151212 00:00:00,24
20151212 00:30:00,25
20151212 01:00:00,26
20151212 01:30:00,27
20151212 02:00:00,27
20151212 02:30:00,30
20151212 03:00:00,30
20151212 03:30:00,31
20151212 04:00:00,32
20151212 04:30:00,31
20151212 05:00:00,32
20151212 05:30:00,32
20151212 06:00:00,33
20151212 06:30:00,32
20151212 07:00:00,32
20151212 07:30:00,33
20151212 08:00:00,33
20151212 08:30:00,32
20151212 09:00:00,32
20151212 09:30:00,32
20151212 10:00:00,31
20151212 10:30:00,30
20151212 11:00:00,29
20151212 11:30:00,29
20151212 12:00:00,28
20151212 12:30:00,28
20151212 13:00:00,28
20151212 13:30:00,28
20151212 14:00:00,28
20151212 14:30:00,28
20151212 15:00:00,28
20151212 15:30:00,28
20151212 16:00:00,27
20151212 16:30:00,27
20151212 17:00:00,26
20151212 17:30:00,26
20151212 18:00:00,26
20151212 18:30:00,25
20151212 19:00:00,26
20151212 19:30:00,25
20151212 20:00:00,25
20151212 20:30:00,25
20151212 21:00:00,25
20151212 21:30:00,25
20151212 22:00:00,25
20151212 22:30:00,25
20151212 23:00:00,25
20151212 23:30:00,25
20151213 00:00:00,25
20151213 00:30:00,26
20151213 01:00:00,26
20151213 01:30:00,27
20151213 02:00:00,29
20151213 02:30:00,29
20151213 03:00:00,30
20151213 03:30:00,30
20151213 04:00:00,31
20151213 04:30:00,32
20151213 05:00:00,32
20151213 05:30:00,32
20151213 06:00:00,33
20151213 06:30:00,32
20151213 07:00:00,32
20151213 07:30:00,33
20151213 08:00:00,33
20151213 08:30:00,32
20151213 09:00:00,32
20151213 09:30:00,31
20151213 10:00:00,30
20151213 10:30:00,30
20151213 11:00:00,29
20151213 11:30:00,29
20151213 12:00:00,28
20151213 12:30:00,28
20151213 13:00:00,28
20151213 13:30:00,28
20151213 14:00:00,27
20151213 14:30:00,27
20151213 15:00:00,27
20151213 15:30:00,27
20151213 16:00:00,26
20151213 16:30:00,26
20151213 17:00:00,26
20151213 17:30:00,26
20151213 18:00:00,25
20151213 18:30:00,26
20151213 19:00:00,25
20151213 19:30:00,25
20151213 20:00:00,25
20151213 20:30:00,25
20151213 21:00:00,25
20151213 21:30:00,24
20151213 22:00:00,24
20151213 22:30:00,24
20151213 23:00:00,24
20151213 23:30:00,24
20151214 00:00:00,25
20151214 00:30:00,25
20151214 01:00:00,27
20151214 01:30:00,27
20151214 02:00:00,29
20151214 02:30:00,29
20151214 03:00:00,30
20151214 03:30:00,30
20151214 04:00:00,31
20151214 04:30:00,30
20151214 05:00:00,31
20151214 05:30:00,31
20151214 06:00:00,31
20151214 06:30:00,32
20151214 07:00:00,33
20151214 07:30:00,32
20151214 08:00:00,32
20151214 08:30:00,31
20151214 09:00:00,31
20151214 09:30:00,31
20151214 10:00:00,30
20151214 10:30:00,29
20151214 11:00:00,29
20151214 11:30:00,28
20151214 12:00:00,28
20151214 12:30:00,27
20151214 13:00:00,27
20151214 13:30:00,27
20151214 14:00:00,27
20151214 14:30:00,27
20151214 15:00:00,26
20151214 15:30:00,26
20151214 16:00:00,26
20151214 16:30:00,26
20151214 17:00:00,25
20151214 17:30:00,25
20151214 18:00:00,25
20151214 18:30:00,25
20151214 19:00:00,
20151214 19:30:00,24
20151214 20:00:00,24
20151214 20:30:00,24
20151214 21:00:00,24
20151214 21:30:00,24
20151214 22:00:00,24
20151214 22:30:00,24
20151214 23:00:00,24
20151214 23:30:00,24
20151215 00:00:00,24
20151215 00:30:00,25
20151215 01:00:00,26
20151215 01:30:00,27
20151215 02:00:00,28
20151215 02:30:00,28
20151215 03:00:00,29
20151215 03:30:00,29
20151215 04:00:00,30
20151215 04:30:00,31
20151215 05:00:00,31
20151215 05:30:00,32
20151215 06:00:00,32
20151215 06:30:00,33
20151215 07:00:00,32
20151215 07:30:00,33
20151215 08:00:00,32
20151215 08:30:00,32
20151215 09:00:00,32
20151215 09:30:00,31
20151215 10:00:00,31
20151215 10:30:00,30
20151215 11:00:00,29
20151215 11:30:00,28
20151215 12:00:00,27
20151215 12:30:00,27
20151215 13:00:00,27
20151215 13:30:00,27
20151215 14:00:00,25
20151215 14:30:00,25
20151215 15:00:00,25
20151215 15:30:00,25
20151215 16:00:00,25
20151215 16:30:00,24
20151215 17:00:00,24
20151215 17:30:00,24
20151215 18:00:00,24
20151215 18:30:00,24
20151215 19:07:00,24
20151215 19:30:00,24
20151215 20:00:00,24
20151215 20:30:00,24
20151215 21:00:00,24
20151215 21:30:00,24
20151215 22:00:00,24
20151215 22:30:00,23
20151215 23:00:00,23
20151215 23:30:00,23
20151216 00:00:00,23
20151216 00:30:00,24
20151216 01:00:00,25
20151216 01:30:00,26
20151216 02:00:00,28
20151216 02:30:00,29
20151216 03:00:00,29
20151216 03:30:00,30
20151216 04:00:00,30
20151216 04:30:00,31
20151216 05:00:00,30
20151216 05:30:00,31
20151216 06:00:00,32
20151216 06:30:00,32
20151216 07:00:00,31
20151216 07:30:00,32
20151216 08:00:00,31
20151216 08:30:00,32
20151216 09:00:00,32
20151216 09:30:00,31
20151216 10:00:00,31
20151216 10:30:00,30
20151216 11:00:00,29
20151216 11:30:00,28
20151216 12:00:00,28
20151216 12:30:00,27
20151216 13:00:00,27
20151216 13:30:00,27
20151216 14:00:00,27
20151216 14:30:00,26
20151216 15:00:00,26
20151216 15:30:00,26
20151216 16:00:00,26
20151216 16:30:00,25
20151216 17:00:00,25
20151216 17:30:00,25
20151216 18:00:00,25
20151216 18:30:00,25
20151216 19:00:00,25
20151216 19:30:00,24
20151216 20:00:00,24
20151216 20:30:00,24
20151216 21:00:00,24
20151216 21:30:00,24
20151216 22:00:00,24
20151216 22:30:00,24
20151216 23:00:00,24
20151216 23:30:00,23
20151217 00:00:00,24
20151217 00:30:00,25
20151217 01:00:00,26
20151217 01:30:00,26
20151217 02:00:00,28
20151217 02:30:00,28
20151217 03:00:00,28
20151217 03:30:00,29
20151217 04:00:00,30
20151217 04:30:00,30
20151217 05:00:00,30
20151217 05:30:00,31
20151217 06:00:00,30
20151217 06:30:00,31
20151217 07:00:00,29
20151217 07:30:00,30
20151217 08:00:00,30
20151217 08:30:00,29
20151217 09:00:00,29
20151217 09:30:00,24
20151217 10:00:00,25
20151217 10:30:00,25
20151217 11:00:00,25
20151217 11:30:00,25
20151217 12:00:00,24
20151217 12:30:00,24
20151217 13:00:00,24
20151217 13:30:00,24
20151217 14:00:00,24
20151217 14:30:00,24
20151217 15:00:00,24
20151217 15:30:00,24
20151217 16:00:00,24
20151217 16:30:00,24
20151217 17:00:00,24
20151217 17:30:00,24
20151217 18:00:00,24
20151217 18:30:00,24
20151217 19:00:00,24
20151217 19:30:00,23
20151217 20:00:00,24
20151217 20:30:00,24
20151217 21:00:00,24
20151217 21:30:00,24
20151217 22:00:00,23
20151217 22:30:00,23
20151217 23:00:00,23
20151217 23:30:00,23
20151218 00:00:00,23
20151218 00:30:00,24
20151218 01:00:00,25
20151218 01:30:00,26
20151218 02:00:00,26
20151218 02:30:00,27
20151218 03:00:00,27
20151218 03:30:00,27
20151218 04:00:00,25
20151218 04:30:00,26
20151218 05:00:00,27
20151218 05:30:00,28
20151218 06:00:00,28
20151218 06:30:00,29
20151218 07:00:00,29
20151218 07:30:00,26
20151218 08:00:00,26
20151218 08:30:00,25
20151218 09:00:00,25
20151218 09:30:00,26
20151218 10:00:00,26
20151218 10:30:00,25
20151218 11:00:00,25
20151218 11:30:00,25
20151218 12:00:00,25
20151218 12:30:00,25
20151218 13:00:00,25
20151218 13:30:00,24
20151218 14:00:00,24
20151218 14:30:00,24
20151218 15:00:00,24
20151218 15:30:00,24
20151218 16:00:00,24
20151218 16:30:00,24
20151218 17:00:00,23
20151218 17:30:00,23
20151218 18:00:00,23
20151218 18:30:00,23
20151218 19:00:00,23
20151218 19:30:00,23
20151218 20:00:00,23
20151218 20:30:00,23
20151218 21:00:00,23
20151218 21:30:00,23
20151218 22:00:00,23
20151218 22:30:00,23
20151218 23:00:00,23
20151218 23:30:00,23
20151219 00:00:00,23
20151219 00:30:00,23
20151219 01:00:00,24
20151219 01:30:00,25
20151219 02:00:00,26
20151219 02:30:00,27
20151219 03:00:00,28
20151219 03:30:00,29
20151219 04:00:00,29
20151219 04:30:00,29
20151219 05:00:00,29
20151219 05:30:00,30
20151219 06:00:00,30
20151219 06:30:00,30
20151219 07:00:00,29
20151219 07:30:00,29
20151219 08:00:00,29
20151219 08:30:00,29
20151219 09:00:00,29
20151219 09:30:00,29
20151219 10:00:00,30
20151219 10:30:00,28
20151219 11:00:00,27
20151219 11:30:00,27
20151219 12:00:00,26
20151219 12:30:00,26
20151219 13:00:00,26
20151219 13:30:00,25
20151219 14:00:00,25
20151219 14:30:00,25
20151219 15:00:00,25
20151219 15:30:00,25
20151219 16:00:00,25
20151219 16:30:00,24
20151219 17:00:00,24
20151219 17:30:00,24
20151219 18:00:00,24
20151219 18:30:00,23
20151219 19:00:00,23
20151219 19:30:00,23
20151219 20:00:00,23
20151219 21:00:00,23
20151219 21:30:00,23
20151219 22:00:00,23
20151219 22:30:00,23
20151219 23:00:00,23
20151219 23:30:00,23
20151220 00:00:00,23
20151220 00:30:00,23
20151220 01:00:00,24
20151220 01:30:00,24
20151220 02:00:00,26
20151220 02:30:00,27
20151220 03:00:00,28
20151220 03:30:00,28
20151220 04:00:00,29
20151220 04:30:00,29
20151220 05:00:00,30
20151220 05:30:00,29
20151220 06:00:00,29
20151220 06:30:00,29
20151220 07:00:00,29
20151220 07:30:00,29
20151220 08:00:00,29
20151220 08:30:00,29
20151220 09:00:00,29
20151220 09:30:00,29
20151220 10:00:00,29
20151220 10:30:00,28
20151220 11:00:00,28
20151220 11:30:00,27
20151220 12:00:00,26
20151220 12:30:00,26
20151220 13:00:00,26
20151220 13:30:00,25
20151220 14:00:00,25
20151220 14:30:00,25
20151220 15:00:00,25
20151220 15:30:00,25
20151220 16:00:00,25
20151220 16:30:00,25
20151220 17:00:00,24
20151220 17:30:00,24
20151220 18:00:00,24
20151220 18:30:00,24
20151220 19:00:00,24
20151220 19:30:00,24
20151220 20:00:00,24
20151220 20:30:00,23
20151220 21:00:00,23
20151220 21:30:00,23
20151220 22:00:00,23
20151220 22:30:00,23
20151220 23:00:00,23
20151220 23:30:00,23
20151221 00:00:00,23
20151221 00:30:00,24
20151221 01:00:00,24
20151221 01:30:00,25
20151221 02:00:00,25
20151221 02:30:00,26
20151221 03:00:00,27
20151221 03:30:00,28
20151221 04:00:00,29
20151221 04:30:00,30
20151221 05:00:00,30
20151221 05:30:00,30
20151221 06:00:00,30
20151221 06:30:00,30
20151221 07:00:00,30
20151221 07:30:00,31
20151221 08:00:00,31
20151221 08:30:00,31
20151221 09:00:00,30
20151221 09:30:00,29
20151221 10:00:00,29
